CGATS.17
NUMBER_OF_FIELDS	7
BEGIN_DATA_FORMAT
SAMPLE_ID	RGB_R	RGB_G	RGB_B	LAB_L	LAB_A	LAB_B
420	    3.00	  255.00	   21.00	   47.32	  -87.13	   32.91
421	   82.00	  141.00	  132.00	   49.43	  -15.52	  -10.49
422	   78.00	    9.00	  255.00	   34.07	   60.68	  -53.43
423	  189.00	   71.00	    1.00	   52.18	   33.28	   65.32
424	   43.00	  159.00	  139.00	   45.12	  -35.20	  -21.31
425	   45.00	  133.00	  106.00	   38.81	  -25.04	  -14.80
426	   19.00	   66.00	  175.00	   26.95	   12.24	  -55.47
427	  158.00	   68.00	  240.00	   52.39	   42.75	  -36.35
428	  203.00	  212.00	    1.00	   74.32	   -7.34	   89.57
429	   56.00	   50.00	  198.00	   33.72	   30.48	  -51.96
430	   15.00	   62.00	   28.00	   15.90	  -12.84	    2.08
431	   68.00	   76.00	   77.00	   30.53	    1.62	   -4.13
432	    3.00	  168.00	  119.00	   31.33	  -45.36	  -23.69
433	    5.00	  211.00	  123.00	   39.17	  -61.67	  -20.21
434	  125.00	    0.00	  151.00	   33.00	   56.32	  -12.07
435	  139.00	   82.00	   94.00	   46.97	   16.97	   11.62
436	  201.00	   75.00	  241.00	   59.85	   45.69	  -26.06
437	  233.00	  223.00	  231.00	   86.40	    1.93	   -1.47
438	  255.00	  219.00	   98.00	   86.49	    0.44	   58.60
439	  240.00	  175.00	  253.00	   79.40	   21.10	  -14.73
440	  223.00	   91.00	  148.00	   63.67	   36.22	   14.44
441	  236.00	   53.00	  167.00	   60.43	   53.79	    8.58
442	  188.00	  176.00	  255.00	   72.76	    9.32	  -26.29
443	   97.00	   82.00	  111.00	   41.13	   10.56	   -7.51
444	  197.00	  250.00	  244.00	   85.43	  -13.18	   -9.86
445	   52.00	  247.00	  247.00	   67.13	  -42.56	  -38.75
446	   17.00	  252.00	   97.00	   47.25	  -83.07	    2.05
447	  253.00	   91.00	   91.00	   67.79	   41.31	   44.38
448	    1.00	   15.00	   12.00	    4.72	   -3.24	   -2.49
449	  205.00	  250.00	  137.00	   83.25	  -22.65	   34.02
450	  254.00	   50.00	    4.00	   61.35	   56.85	   80.22
END_DATA
