CGATS.17
NUMBER_OF_FIELDS	7
BEGIN_DATA_FORMAT
SAMPLE_ID	RGB_R	RGB_G	RGB_B	LAB_L	LAB_A	LAB_B
419	  143.00	  208.00	  215.00	   71.90	  -15.64	  -16.70
420	   74.00	  233.00	  223.00	   67.19	  -38.14	  -28.36
421	  205.00	  111.00	   18.00	   61.03	   21.67	   68.65
422	  126.00	  225.00	   64.00	   65.42	  -41.78	   40.97
423	   76.00	  198.00	  234.00	   61.22	  -22.78	  -37.58
424	  255.00	   50.00	  192.00	   60.69	   64.04	    2.90
425	  174.00	  243.00	  242.00	   80.69	  -16.67	  -15.45
426	  209.00	  254.00	  246.00	   88.12	  -11.48	   -7.97
427	    0.00	  100.00	   86.00	   17.39	  -23.42	  -22.41
428	  242.00	  127.00	  147.00	   72.51	   27.22	   23.31
429	  248.00	   94.00	  163.00	   68.32	   41.51	   14.95
430	  130.00	   75.00	  231.00	   50.79	   33.12	  -39.72
431	   58.00	    1.00	  134.00	   22.14	   41.90	  -26.19
432	   62.00	    1.00	   97.00	   20.42	   38.34	  -13.92
433	   67.00	  238.00	  147.00	   60.67	  -56.07	   -3.57
434	  131.00	  191.00	  169.00	   65.46	  -18.21	   -3.11
435	  220.00	  163.00	  136.00	   74.04	   10.25	   27.42
436	  226.00	  166.00	  173.00	   76.14	   12.86	   13.77
437	  194.00	   57.00	   20.00	   50.84	   37.97	   56.59
438	   84.00	   31.00	  103.00	   28.47	   29.13	  -12.16
439	  219.00	  114.00	  200.00	   68.18	   31.72	   -3.65
440	  240.00	  112.00	   32.00	   68.35	   29.15	   70.46
441	  226.00	   54.00	   80.00	   57.57	   47.28	   39.23
442	  242.00	   67.00	  112.00	   62.88	   46.76	   31.90
443	  222.00	  252.00	   41.00	   84.86	  -19.83	   80.97
444	  248.00	  252.00	   13.00	   88.76	   -9.78	  101.82
445	  213.00	  179.00	   16.00	   72.28	    1.34	   81.24
446	   33.00	   66.00	   51.00	   20.81	   -5.97	   -2.95
447	   86.00	   93.00	   49.00	   37.19	   -2.35	   16.02
448	    4.00	   55.00	   76.00	   12.22	   -6.02	  -23.37
449	  168.00	   34.00	    3.00	   41.79	   42.34	   52.35
450	  188.00	   31.00	   89.00	   46.29	   50.85	   22.62
451	  252.00	  150.00	  237.00	   77.19	   30.74	   -8.09
452	  187.00	  207.00	  252.00	   76.77	   -0.85	  -22.17
453	  241.00	  251.00	   75.00	   88.55	  -13.05	   69.85
454	  255.00	  233.00	  193.00	   89.99	    0.49	   20.49
455	  200.00	  199.00	  122.00	   75.70	   -7.65	   33.28
456	   49.00	  196.00	    0.00	   44.92	  -49.04	   43.99
457	  223.00	   40.00	   40.00	   54.23	   51.58	   53.35
458	   10.00	    5.00	  225.00	   22.17	   52.15	  -67.79
459	   39.00	   16.00	  201.00	   25.85	   45.44	  -55.38
460	  229.00	    2.00	  173.00	   47.46	   74.32	    7.35
461	   40.00	   77.00	   88.00	   26.77	   -3.38	  -14.90
462	    4.00	    1.00	  131.00	   13.57	   33.50	  -41.70
463	   60.00	   64.00	    5.00	   25.05	    0.34	   23.41
464	  184.00	  223.00	   42.00	   74.10	  -23.35	   67.23
465	  203.00	  238.00	   73.00	   80.15	  -21.81	   57.26
466	  183.00	  241.00	  117.00	   77.79	  -27.51	   34.29
467	  213.00	   90.00	   53.00	   60.46	   30.22	   49.28
468	  119.00	  113.00	  231.00	   56.05	   16.83	  -39.06
469	   36.00	  181.00	   68.00	   42.79	  -53.35	    6.56
470	   53.00	  212.00	   50.00	   51.74	  -60.90	   25.90
471	  246.00	  251.00	  115.00	   89.99	  -11.15	   54.62
472	   31.00	   15.00	   16.00	    9.24	   11.28	    2.27
473	  130.00	   99.00	   83.00	   47.21	    7.65	   15.55
474	  132.00	  130.00	   57.00	   52.81	   -4.69	   32.14
475	  250.00	  255.00	  159.00	   92.22	   -9.70	   36.07
476	   65.00	  129.00	  121.00	   43.57	  -15.60	  -13.36
477	   83.00	  148.00	  159.00	   51.58	  -14.69	  -17.36
478	   93.00	  167.00	  124.00	   54.82	  -23.89	    0.57
479	  216.00	  222.00	  176.00	   81.68	   -6.60	   16.30
480	  244.00	  234.00	  255.00	   89.89	    3.79	   -7.77
481	   52.00	  151.00	  194.00	   48.32	  -16.87	  -40.97
482	   41.00	   32.00	  255.00	   31.59	   49.69	  -70.10
483	  153.00	  254.00	   77.00	   74.10	  -44.21	   46.57
484	  116.00	  187.00	  239.00	   65.64	  -10.60	  -32.15
485	  158.00	  156.00	   37.00	   60.26	   -7.27	   52.38
486	   58.00	  137.00	   69.00	   39.47	  -26.55	    5.68
487	   94.00	  107.00	  163.00	   47.72	    5.38	  -22.53
488	  157.00	  251.00	   24.00	   73.56	  -38.75	   73.10
489	   29.00	   93.00	  252.00	   35.76	   16.67	  -73.52
490	   68.00	  250.00	    3.00	   57.64	  -59.57	   56.75
491	   62.00	  246.00	   79.00	   57.78	  -68.44	   21.39
492	  253.00	   14.00	   19.00	   54.55	   71.56	   63.29
493	  128.00	  244.00	  242.00	   75.82	  -27.07	  -23.98
494	  235.00	   74.00	    7.00	   61.25	   41.78	   76.83
495	   93.00	    1.00	    3.00	   19.39	   33.14	   21.63
496	   85.00	   61.00	  255.00	   41.14	   38.47	  -59.48
497	  251.00	  197.00	  130.00	   82.87	    7.28	   41.42
498	   27.00	  147.00	  255.00	   43.94	   -7.26	  -67.18
499	  241.00	   10.00	  123.00	   51.46	   70.77	   25.31
500	  250.00	    3.00	   71.00	   51.01	   74.72	   43.00
END_DATA
