CGATS.17
NUMBER_OF_FIELDS	7
BEGIN_DATA_FORMAT
SAMPLE_ID	RGB_R	RGB_G	RGB_B	LAB_L	LAB_A	LAB_B
419	  143.00	  195.00	    5.00	   62.15	  -20.19	   69.65
420	    7.00	  157.00	    8.00	   30.49	  -54.78	   21.90
421	   29.00	  131.00	    5.00	   30.30	  -36.00	   25.52
422	   36.00	  146.00	  189.00	   43.14	  -19.53	  -45.53
423	   69.00	  144.00	  180.00	   49.89	  -12.90	  -30.27
424	  227.00	  244.00	  221.00	   88.18	   -6.68	    4.73
425	  230.00	  232.00	  253.00	   87.03	    1.52	  -10.14
426	  186.00	   47.00	  242.00	   52.42	   56.79	  -30.42
427	  201.00	   19.00	  255.00	   49.40	   71.04	  -25.78
428	  207.00	  201.00	  190.00	   77.99	   -0.77	    6.70
429	    3.00	   84.00	  112.00	   18.30	  -11.57	  -32.90
430	   15.00	  168.00	  251.00	   43.68	  -18.72	  -67.23
431	   49.00	  165.00	  247.00	   51.44	  -14.05	  -56.71
432	  204.00	  110.00	  171.00	   65.01	   27.10	    4.07
433	   99.00	  186.00	  196.00	   61.40	  -20.45	  -20.22
434	  202.00	   57.00	  184.00	   55.61	   49.22	   -5.99
435	  140.00	   21.00	  250.00	   41.89	   61.75	  -39.58
436	  116.00	    8.00	   44.00	   28.12	   41.28	   14.83
437	  121.00	   36.00	   64.00	   34.11	   31.75	   12.90
438	  153.00	  118.00	  131.00	   55.47	    9.54	    6.17
439	   89.00	  121.00	  108.00	   45.12	   -7.73	   -3.74
440	  163.00	  179.00	  220.00	   71.15	    0.37	  -17.33
441	  181.00	  250.00	  151.00	   80.24	  -27.82	   22.41
442	  197.00	  133.00	  217.00	   69.59	   22.29	  -12.83
443	   72.00	   13.00	   76.00	   22.23	   31.93	   -6.42
444	   78.00	    0.00	  108.00	   23.08	   42.92	  -12.61
445	  146.00	  103.00	  162.00	   54.54	   16.85	   -8.72
446	  185.00	   33.00	    0.00	   45.14	   46.41	   58.57
447	  219.00	   33.00	    9.00	   51.53	   54.63	   65.79
448	  140.00	   33.00	  193.00	   42.92	   49.86	  -25.07
449	   73.00	   57.00	  169.00	   37.08	   24.86	  -36.77
450	  163.00	  241.00	  193.00	   77.53	  -24.35	    0.34
451	   28.00	  117.00	   77.00	   29.61	  -25.43	   -9.24
452	    8.00	  252.00	    1.00	   49.88	  -79.41	   40.38
453	  249.00	  153.00	  228.00	   77.45	   27.74	   -5.20
454	  106.00	  131.00	   70.00	   48.49	  -10.65	   19.12
455	  125.00	  215.00	   65.00	   63.99	  -38.25	   39.21
456	   49.00	   83.00	    7.00	   26.12	   -9.29	   23.18
457	    7.00	  190.00	  185.00	   41.14	  -41.67	  -43.18
458	  254.00	  110.00	  228.00	   72.39	   43.08	   -8.69
459	   89.00	  158.00	  246.00	   58.03	   -3.35	  -44.47
460	  119.00	  139.00	  242.00	   58.81	    7.88	  -39.86
461	  220.00	  116.00	  107.00	   66.29	   23.93	   33.08
462	  255.00	  120.00	  113.00	   73.12	   31.77	   39.28
463	  143.00	  192.00	  247.00	   69.05	   -5.21	  -30.04
464	  224.00	   21.00	  103.00	   50.97	   62.99	   27.95
465	   90.00	   64.00	   31.00	   32.06	    8.80	   19.31
466	    9.00	  193.00	    5.00	   38.14	  -66.58	   28.99
467	  164.00	   18.00	  166.00	   41.64	   56.80	   -8.98
468	   47.00	   61.00	   66.00	   23.42	    1.63	   -7.31
469	   44.00	   36.00	   99.00	   22.67	   18.67	  -22.27
470	   62.00	   26.00	  129.00	   26.35	   31.55	  -26.74
471	  165.00	   75.00	  252.00	   54.10	   43.24	  -38.03
472	  238.00	   57.00	  155.00	   61.04	   51.76	   13.31
473	    2.00	  170.00	  217.00	   38.97	  -24.44	  -59.02
474	   13.00	  251.00	  149.00	   49.58	  -70.55	  -19.65
475	   63.00	  181.00	  200.00	   54.86	  -26.82	  -33.74
476	  107.00	   87.00	   70.00	   40.47	    6.24	   12.19
477	  209.00	   93.00	  139.00	   61.99	   31.72	   15.43
478	  245.00	  140.00	  194.00	   75.14	   27.07	    6.63
479	   88.00	   76.00	  215.00	   45.92	   24.27	  -45.47
480	   54.00	  108.00	  157.00	   39.46	   -3.69	  -32.93
481	   82.00	   86.00	  148.00	   41.33	    9.75	  -23.19
482	   28.00	  178.00	   56.00	   39.57	  -55.39	    8.49
483	  206.00	   54.00	  137.00	   54.78	   46.46	   12.27
484	   15.00	  222.00	  204.00	   50.98	  -48.11	  -42.62
485	  177.00	  249.00	   81.00	   77.21	  -34.07	   50.14
486	   42.00	    6.00	  210.00	   25.30	   50.20	  -53.66
487	  204.00	  246.00	  108.00	   82.17	  -23.08	   44.56
488	  228.00	  219.00	  117.00	   81.96	   -6.64	   43.36
489	  173.00	    8.00	  233.00	   43.71	   67.24	  -24.76
490	   12.00	   39.00	  118.00	   16.24	   13.41	  -38.44
491	  244.00	  161.00	    9.00	   75.15	   15.05	   89.42
492	  249.00	  188.00	  111.00	   81.38	    8.90	   46.85
493	  254.00	  238.00	  195.00	   90.26	   -1.01	   20.15
494	    6.00	    2.00	  233.00	   22.58	   54.31	  -69.82
495	  252.00	  242.00	  157.00	   89.85	   -5.31	   37.24
496	  249.00	   43.00	   31.00	   59.27	   56.57	   66.25
497	   98.00	  246.00	   63.00	   63.34	  -59.04	   38.25
498	  124.00	  240.00	   35.00	   66.25	  -46.75	   57.15
499	   35.00	  187.00	   96.00	   45.97	  -53.28	   -5.34
500	  196.00	   71.00	    5.00	   53.51	   34.88	   66.42
501	  234.00	   79.00	    7.00	   61.93	   40.01	   77.29
502	  251.00	  254.00	  120.00	   91.76	  -10.45	   52.21
503	  211.00	  160.00	   70.00	   70.30	    6.58	   51.99
504	  204.00	   95.00	  212.00	   63.94	   35.29	  -13.25
505	   98.00	   56.00	  247.00	   42.69	   40.22	  -54.15
506	    1.00	  170.00	  105.00	   30.14	  -48.92	  -19.05
507	   32.00	    1.00	  131.00	   18.40	   38.06	  -33.28
508	   31.00	  223.00	  111.00	   49.74	  -66.32	   -5.49
509	  242.00	  237.00	   85.00	   86.47	   -8.19	   65.13
510	    3.00	  117.00	  189.00	   30.01	   -9.90	  -55.10
511	  186.00	  195.00	  250.00	   75.14	    2.28	  -22.85
512	  187.00	  229.00	  230.00	   79.15	  -10.89	  -10.47
513	  140.00	   68.00	  143.00	   47.22	   28.10	   -6.64
514	   97.00	  110.00	   31.00	   41.44	   -6.31	   30.31
515	  242.00	   83.00	  255.00	   66.30	   54.72	  -21.60
516	   19.00	  227.00	  251.00	   57.35	  -41.85	  -53.22
517	  254.00	    5.00	   19.00	   52.74	   75.36	   61.92
518	  170.00	   52.00	  119.00	   47.84	   38.51	    8.80
519	  182.00	  125.00	  254.00	   65.29	   27.40	  -30.88
520	    5.00	  235.00	   82.00	   40.25	  -78.97	    0.75
521	  109.00	  208.00	  146.00	   64.41	  -32.49	    2.76
522	   85.00	  105.00	  245.00	   49.77	   17.44	  -52.22
523	  200.00	  183.00	   15.00	   70.02	   -2.79	   78.52
524	  164.00	  136.00	    1.00	   55.49	    4.63	   67.11
525	  204.00	  121.00	    1.00	   61.69	   21.24	   77.80
526	   85.00	  223.00	   28.00	   57.53	  -52.11	   47.57
527	  180.00	  134.00	   42.00	   60.76	    6.39	   52.76
528	  231.00	    5.00	   59.00	   48.50	   69.21	   42.69
529	  162.00	   56.00	   71.00	   45.35	   31.74	   23.80
530	  198.00	  178.00	  118.00	   72.04	   -1.82	   31.38
531	   12.00	   42.00	   17.00	   10.70	   -8.84	    2.78
532	  255.00	  120.00	   61.00	   72.26	   31.65	   62.42
533	  251.00	  245.00	   25.00	   88.49	   -8.68	   95.79
534	  183.00	    6.00	   50.00	   41.65	   58.42	   30.34
535	   90.00	  255.00	  126.00	   64.96	  -60.22	   11.51
536	    9.00	    7.00	   66.00	    9.54	   18.48	  -20.27
END_DATA
